Idcode,aplt2010,acos2010,aper2010,aper10%,prod2010,rend2010,prec2010,valo2010,POBTOT10,Pob_rur10,Pob_rur%,P5_HLI10,P5_HL%I10,Categorie
20386,4310,4310,0,0,2930.8,0.68,4500,13188.6,17897,17897,100,10434,58.3,0-1
20429,1050,1030,20,1.9,700.4,0.68,4590,3214.84,1524,1524,100,33,2.17,0-1
20450,1120,1120,0,0,761.6,0.68,4500,3427.2,12313,12313,100,6878,55.86,0-1
20491,830,830,0,0,564.4,0.68,4600,2596.24,4170,4170,100,597,14.32,0-1
24028,6384,2100,4284,67.1,1428,0.68,3326.47,4750.2,772604,35697,4.6,3778,0.49,0-1
31030,881,881,0,0,595.7,0.68,4000,2382.8,3540,661,18.7,1699,47.99,0-1
5030,12775,12703,72,0.6,8765.07,0.69,3000,26295.21,725123,15452,2.1,1696,0.23,0-1
10032,13450,11870,1580,11.7,8237.78,0.69,2700,22242.01,44966,18845,41.9,157,0.35,0-1
20047,45,16,29,64.4,11.04,0.69,4350,48.02,93,93,100,0,0,0-1
20121,344,124,220,64,85.56,0.69,4350,372.19,655,655,100,109,16.64,0-1
20208,5090,4070,1020,20,2820.51,0.69,3570,10069.22,7611,7611,100,6689,87.89,0-1
20248,520,140,380,73.1,96,0.69,4980,478.08,14252,5715,40.1,12344,86.61,0-1
20476,48,48,0,0,33,0.69,3528,116.42,409,409,100,4,0.98,0-1
20481,1055,782,273,25.9,541.93,0.69,3539.97,1918.42,1966,1966,100,1685,85.71,0-1
31008,1995,1995,0,0,1376,0.69,4000,5504,4095,1331,32.5,2261,55.21,0-1
5023,67,67,0,0,46.9,0.7,3380,158.52,10991,4661,42.4,15,0.14,0-1
5026,1,1,0,0,0.7,0.7,2500,1.75,3473,3473,100,1,0.03,0-1
5027,740,734,6,0.8,513.8,0.7,3100,1592.78,75461,8907,11.8,193,0.26,0-1
5032,35,35,0,0,24.5,0.7,2500,61.25,41649,3491,8.4,55,0.13,0-1
10003,689,689,0,0,482.3,0.7,3200,1543.36,4530,4530,100,6,0.13,0-1
10010,3336,3150,186,5.6,2205,0.7,3000,6615,4265,4265,100,7,0.16,0-1
10011,7426,7206,220,3,5044.2,0.7,3000,15132.6,5280,5280,100,64,1.21,0-1
10016,500,500,0,0,350,0.7,2500,875,18488,13186,71.3,17,0.09,0-1
10017,5130,5060,70,1.4,3542,0.7,3000,10626,9626,6547,68,127,1.32,0-1
10033,850,850,0,0,595,0.7,2500,1487.5,6761,2654,39.3,573,8.48,0-1
10038,432,432,0,0,302.4,0.7,2500,756,21117,5135,24.3,163,0.77,0-1
13053,2995,2995,0,0,2083.02,0.7,4000,8332.09,18137,15569,85.8,5913,32.6,0-1
15065,1400,350,1050,75,245,0.7,3500,857.5,34232,13224,38.6,160,0.47,0-1
15071,1300,1100,200,15.4,770,0.7,3700,2849,13002,10121,77.8,32,0.25,0-1
19049,50,10,40,80,7,0.7,2000,14,40469,3629,9,595,1.47,0-1
20105,1450,540,910,62.8,378,0.7,4350,1644.3,6650,6650,100,5750,86.47,0-1
20126,1500,1500,0,0,1050,0.7,4600,4830,5024,927,18.5,3973,79.08,0-1
20137,1160,1160,0,0,812,0.7,4550,3694.6,3427,3427,100,47,1.37,0-1
20213,751,751,0,0,525.7,0.7,4097.07,2153.83,3628,3628,100,3115,85.86,0-1
20218,190,154,36,18.9,107.48,0.7,3339.89,358.97,607,607,100,380,62.6,0-1
20221,315,25,290,92.1,17.61,0.7,4349.51,76.59,1340,1340,100,21,1.57,0-1
20229,1120,1120,0,0,783.22,0.7,4549.98,3563.63,7048,7048,100,5970,84.7,0-1
20314,597,597,0,0,417.9,0.7,4135.35,1728.16,1693,1693,100,26,1.54,0-1
20348,2993,2993,0,0,2100,0.7,3677.8,7723.38,8246,8246,100,2581,31.3,0-1
20357,200,200,0,0,140.42,0.7,4990,700.7,908,908,100,14,1.54,0-1
20377,965,821,144,14.9,574.7,0.7,3400,1953.98,10975,10975,100,707,6.44,0-1
20430,215,180,35,16.3,126,0.7,3390,427.14,253,253,100,38,15.02,0-1
20433,502,502,0,0,351.4,0.7,4131.05,1451.65,2595,2595,100,2056,79.23,0-1
20477,842,842,0,0,589.4,0.7,4590,2705.35,1430,1430,100,76,5.31,0-1
21061,4515,4515,0,0,3140.18,0.7,3550,11147.65,12575,12575,100,10346,82.27,0-1
22003,1269.6,1262.4,7.2,0.6,889.6,0.7,3100,2757.76,12910,12910,100,47,0.36,0-1
22015,600,500,100,16.7,350,0.7,2800,980,8865,8865,100,23,0.26,0-1
23004,20964.5,18537.5,2427,11.6,13025.01,0.7,3366.08,43843.23,244553,64610,26.4,21859,8.94,0-1
24055,1040,455,585,56.3,318.75,0.7,3328.82,1061.06,24596,14681,59.7,25,0.1,0-1
28034,1500,1000,500,33.3,700,0.7,3000,2100,9331,9331,100,27,0.29,0-1
31003,702,702,0,0,491,0.7,3003,1474.47,10362,186,1.8,5859,56.54,0-1
31004,40,40,0,0,28,0.7,3500,98,5701,1148,20.1,971,17.03,0-1
31009,500,500,0,0,350,0.7,3500,1225,4696,403,8.6,1100,23.42,0-1
31014,1020,1020,0,0,714,0.7,3483.73,2487.38,1595,1595,100,1169,73.29,0-1
31015,130,130,0,0,91,0.7,3000,273,4966,1245,25.1,2705,54.47,0-1
31017,2800,2800,0,0,1960,0.7,3470.43,6802.04,4464,4464,100,3735,83.67,0-1
31019,12533,12533,0,0,8772.3,0.7,3485.9,30579.35,33490,13414,40.1,26576,79.36,0-1
31021,3271,3271,0,0,2289.7,0.7,3511.1,8039.37,7952,2424,30.5,6424,80.78,0-1
31022,4286,4286,0,0,3000.2,0.7,3475,10425.68,4162,1463,35.2,3619,86.95,0-1
31025,946,946,0,0,662.2,0.7,3024,2002.49,4941,2,0,3246,65.7,0-1
31026,50,50,0,0,35,0.7,3600,126,3489,261,7.5,763,21.87,0-1
31027,170,170,0,0,119,0.7,3500,416.5,8133,740,9.1,659,8.1,0-1
31032,2387,2387,0,0,1678.06,0.7,4000,6712.24,15571,4020,25.8,8504,54.61,0-1
31034,361,361,0,0,252.7,0.7,3000,758.1,6061,1934,31.9,3551,58.59,0-1
31036,372.22,372.22,0,0,260.55,0.7,3000,781.65,7257,1111,15.3,3744,51.59,0-1
31037,607,607,0,0,424.9,0.7,3000,1274.7,4841,96,2,2148,44.37,0-1
31039,10,10,0,0,7,0.7,3300,23.1,3803,75,2,532,13.99,0-1
31043,1100,1100,0,0,770,0.7,3489.27,2686.74,2761,2761,100,2036,73.74,0-1
31054,60,60,0,0,42,0.7,3500,147,2755,2755,100,1038,37.68,0-1
31064,150,150,0,0,105,0.7,3000,315,1619,1619,100,793,48.98,0-1
31067,338,338,0,0,236.6,0.7,3000,709.8,9276,907,9.8,2313,24.94,0-1
31068,100,100,0,0,70,0.7,3500,245,3126,563,18,829,26.52,0-1
31072,140,140,0,0,98,0.7,3500,343,1876,1876,100,609,32.46,0-1
31076,1100.42,1100.42,0,0,770.29,0.7,3000,2310.87,16200,7066,43.6,7506,46.33,0-1
31079,8693,7830,863,9.9,5481,0.7,3000,16443,40547,11977,29.5,23156,57.11,0-1
31080,980,980,0,0,686,0.7,3000,2058,9884,50,0.5,4666,47.21,0-1
31081,905,905,0,0,633.5,0.7,3485.99,2208.38,3100,560,18.1,2548,82.19,0-1
31082,100,100,0,0,70,0.7,3600,252,3557,40,1.1,461,12.96,0-1
31090,270,270,0,0,189,0.7,3000,567,6833,2961,43.3,5454,79.82,0-1
31091,2913,2913,0,0,2039.1,0.7,3490.06,7116.59,11421,5893,51.6,6849,59.97,0-1
31093,120,120,0,0,84,0.7,3500,294,17176,6208,36.1,2456,14.3,0-1
31095,85,85,0,0,59.5,0.7,3500,208.25,5388,1918,35.6,1426,26.47,0-1
31096,5434.08,5434.08,0,0,3798.4,0.7,4500,17092.8,73138,22891,31.3,27969,38.24,0-1
31099,2042,2042,0,0,1429.4,0.7,3491.58,4990.87,3782,656,17.3,3054,80.75,0-1
31102,13482,13482,0,0,9437.2,0.7,3496.9,33000.95,74217,15134,20.4,37342,50.31,0-1
31104,9800,9800,0,0,6879.6,0.7,3493.18,24031.68,14802,11795,79.7,9881,66.75,0-1
31106,220,220,0,0,154,0.7,3500,539,2137,2137,100,420,19.65,0-1
13060,2682,2682,0,0,1894.03,0.71,4000,7576.11,17206,17206,100,3969,23.07,0-1
20149,350,350,0,0,248.5,0.71,4500,1118.25,1509,1509,100,25,1.66,0-1
20277,4050,4050,0,0,2875.5,0.71,4500,12939.75,12525,12525,100,423,3.38,0-1
20376,70,70,0,0,50,0.71,3663,183.15,364,364,100,11,3.02,0-1
20441,905,149,756,83.5,105.79,0.71,4990,527.89,7781,168,2.2,6563,84.35,0-1
24009,622,236,386,62.1,168,0.71,3333.93,560.1,4021,4021,100,5,0.12,0-1
24032,1900,775,1125,59.2,551.25,0.71,3378.23,1862.25,40326,27227,67.5,48,0.12,0-1
24051,6329,2021,4308,68.1,1440,0.71,3314.58,4773,14876,12076,81.2,19,0.13,0-1
31048,2850,2850,0,0,2025,0.71,3042,6160.05,21704,9083,41.8,8695,40.06,0-1
31051,7,7,0,0,5,0.71,3100,15.5,3071,3071,100,385,12.54,0-1
31060,493,493,0,0,351.78,0.71,4000,1407.12,942,942,100,381,40.45,0-1
31097,970,970,0,0,684.61,0.71,4500,3080.74,3464,636,18.4,1649,47.6,0-1
4011,10720,9860,860,8,7111,0.72,3000,21333,41194,31382,76.2,2288,5.55,0-1
5011,3840,3816,24,0.6,2747.52,0.72,3000,8242.56,11682,7300,62.5,8,0.07,0-1
20456,166,166,0,0,120,0.72,3677.8,441.34,1686,1686,100,510,30.25,0-1
20535,950,828,122,12.8,596.16,0.72,4550,2712.53,2976,2976,100,2552,85.75,0-1
24004,1540,619,921,59.8,447,0.72,3338.42,1492.27,4436,4436,100,3,0.07,0-1
24050,3358,1435,1923,57.3,1031.25,0.72,3332.15,3436.28,46898,30632,65.3,60,0.13,0-1
31052,225,225,0,0,161.25,0.72,3600,580.5,33978,10738,31.6,9064,26.68,0-1
31092,4194,4194,0,0,3028.9,0.72,3487.24,10562.51,6665,3173,47.6,5537,83.08,0-1
32028,1280,1180,100,7.8,849.6,0.72,3600,3058.56,2584,2584,100,8,0.31,0-1
14116,4813,4813,0,0,3502.17,0.73,2050,7179.46,18711,3529,18.9,38,0.2,0-1
20030,208,154,54,26,112.6,0.73,4990,561.87,8310,487,5.9,3048,36.68,0-1
22002,828,600,228,27.5,439.8,0.73,3000,1319.4,27093,27093,100,69,0.25,0-1
31006,680,680,0,0,496.4,0.73,5000,2482,8637,1122,13,2270,26.28,0-1
31057,232,232,0,0,170.4,0.73,5000,852,7461,2229,29.9,1787,23.95,0-1
32009,4100,4100,0,0,2994,0.73,2900,8682.6,10565,6766,64,8,0.08,0-1
4009,14830,14230,600,4,10535.5,0.74,3236.09,34093.88,54184,21448,39.6,3034,5.6,0-1
8013,469,469,0,0,344.54,0.74,2000,689.08,10587,5331,50.4,62,0.59,0-1
20352,387,387,0,0,286,0.74,3472,992.99,3833,3833,100,3134,81.76,0-1
22009,1290,1120,170,13.2,826,0.74,3100,2560.6,25550,14540,56.9,289,1.13,0-1
31049,1730,1730,0,0,1280.2,0.74,3513.05,4497.41,3269,6,0.2,2785,85.19,0-1
5028,30,30,0,0,22.5,0.75,2500,56.25,60847,2012,3.3,124,0.2,0-1
5034,103,103,0,0,77.25,0.75,3360,259.56,6375,2461,38.6,9,0.14,0-1
8008,1775,1775,0,0,1329.48,0.75,2299.99,3057.79,14362,14362,100,6032,42,0-1
8020,1658,1658,0,0,1241.84,0.75,2300,2856.24,8441,8441,100,945,11.2,0-1
8046,1549,1549,0,0,1160.21,0.75,2299.98,2668.46,8343,8343,100,1732,20.76,0-1
10008,3500,2878.88,621.12,17.7,2159.16,0.75,3000,6477.48,34052,11432,33.6,46,0.14,0-1
13015,2740,1404,1336,48.8,1051.6,0.75,2649.99,2786.73,18427,18427,100,10263,55.7,0-1
13018,2682,2664.5,17.5,0.7,1995.71,0.75,4500,8980.7,22402,18259,81.5,1554,6.94,0-1
13029,6303,5593,710,11.3,4189.05,0.75,3850,16127.84,44253,28371,64.1,352,0.8,0-1
13043,544,544,0,0,406.6,0.75,3500,1423.1,6614,6614,100,3252,49.17,0-1
13044,4290,3940,350,8.2,2951.06,0.75,3900,11509.13,15666,15666,100,37,0.24,0-1
14046,3188,3188,0,0,2387.81,0.75,2000,4775.62,31948,7525,23.6,67,0.21,0-1
14073,2779,2779,0,0,2081.22,0.75,2000,4162.45,65219,13166,20.2,117,0.18,0-1
20086,272,231,41,15.1,173.25,0.75,3400,589.05,874,874,100,546,62.47,0-1
20286,400,400,0,0,300,0.75,3400,1020,3220,3220,100,526,16.34,0-1
20297,810,687,123,15.2,515.25,0.75,3290,1695.17,2150,2150,100,1813,84.33,0-1
20446,1205,821,384,31.9,614.52,0.75,3459.99,2126.23,6551,6551,100,5394,82.34,0-1
20500,1978,750.25,1227.75,62.1,563.81,0.75,3480.02,1962.07,7883,7883,100,1862,23.62,0-1
20532,1410,1051,359,25.5,789.04,0.75,3659.99,2887.88,4076,4076,100,3502,85.92,0-1
20557,300,240,60,20,180,0.75,4990,898.2,13970,287,2.1,7467,53.45,0-1
21003,5462,5462,0,0,4091.04,0.75,3984,16298.7,33865,14897,44,393,1.16,0-1
21024,690,690,0,0,516.81,0.75,5000,2584.05,947,947,100,3,0.32,0-1
21042,4410,4410,0,0,3303.09,0.75,5000,16515.45,3062,3062,100,16,0.52,0-1
21056,1390,1390,0,0,1041.11,0.75,5000,5205.55,1237,1237,100,0,0,0-1
21059,690,690,0,0,516.81,0.75,5000,2584.05,2468,2468,100,15,0.61,0-1
21066,6000,6000,0,0,4494,0.75,3964,17814.22,6276,6276,100,39,0.62,0-1
21145,3133,3133,0,0,2346.62,0.75,3550,8330.49,13534,13534,100,10882,80.4,0-1
21155,3335,3335,0,0,2497.92,0.75,4999.99,12489.58,5420,2796,51.6,418,7.71,0-1
21169,7485,7485,0,0,5606.27,0.75,3000,16818.8,20478,15545,75.9,1407,6.87,0-1
21191,3065,3065,0,0,2295.68,0.75,4000.01,9182.74,9245,3996,43.2,105,1.14,0-1
21198,1200,1200,0,0,898.8,0.75,4000,3595.2,1241,1241,100,8,0.64,0-1
31010,1735,1735,0,0,1304.72,0.75,3499.17,4565.44,2407,2407,100,1919,79.73,0-1
31024,1190,1190,0,0,892.5,0.75,3009,2685.53,3148,13,0.4,2561,81.35,0-1
31047,1741,1741,0,0,1305.75,0.75,3027,3952.51,5250,1104,21,3976,75.73,0-1
5008,16.5,16.5,0,0,12.54,0.76,3560,44.64,2901,2901,100,1,0.03,0-1
11009,14741.5,4389.5,10352,70.2,3316.47,0.76,2702.88,8964.03,77794,36930,47.5,188,0.24,0-1
20160,290,290,0,0,220,0.76,3674.1,808.3,1449,1449,100,3,0.21,0-1
20165,616,616,0,0,465,0.76,3711.1,1725.66,1511,1511,100,3,0.2,0-1
20400,118,118,0,0,90,0.76,3636,327.24,1632,1632,100,8,0.49,0-1
20501,210,210,0,0,160,0.76,3670.4,587.26,940,940,100,170,18.09,0-1
20529,197,197,0,0,150,0.76,3400,510,1332,1332,100,1122,84.23,0-1
20567,2000,2000,0,0,1509,0.76,3737,5639.13,3133,3133,100,4,0.13,0-1
31069,4210,4210,0,0,3187.78,0.76,3483.24,11103.81,8449,2901,34.3,4285,50.72,0-1
12081,1203,1203,0,0,926.79,0.77,3200,2965.73,10522,10522,100,8401,79.84,0-1
20055,1680,1680,0,0,1300,0.77,3628.8,4717.44,3530,3530,100,11,0.31,0-1
20230,187.5,187.5,0,0,145,0.77,3696.3,535.96,1007,1007,100,14,1.39,0-1
20461,259,259,0,0,200,0.77,3482.5,696.5,614,614,100,136,22.15,0-1
20462,850,850,0,0,658,0.77,3400,2237.2,4350,4350,100,35,0.8,0-1
20479,46,11,35,76.1,8.51,0.77,4200.67,35.75,219,219,100,0,0,0-1
20528,518,518,0,0,398,0.77,3725.9,1482.91,1213,1213,100,948,78.15,0-1
20081,1531,1531,0,0,1200,0.78,3500,4200,1914,1914,100,959,50.1,0-1
20290,167,128.25,38.75,23.2,100,0.78,3621.6,362.16,1012,1012,100,1,0.1,0-1
20453,550,270,280,50.9,210,0.78,4987,1047.27,3915,3915,100,219,5.59,0-1
20455,487,487,0,0,380,0.78,3714.8,1411.62,2748,2748,100,6,0.22,0-1
31056,4602,4246,356,7.7,3302.18,0.78,3030,10005.61,29325,6229,21.2,16870,57.53,0-1
31070,149,149,0,0,116.8,0.78,5000,584,3930,145,3.7,1723,43.84,0-1
20258,387,326,61,15.8,258.97,0.79,3420.06,885.69,744,744,100,17,2.28,0-1
20339,870,130,740,85.1,103.17,0.79,4349.92,448.78,3989,3989,100,106,2.66,0-1
20340,355,355,0,0,280,0.79,3729.6,1044.29,1878,1878,100,277,14.75,0-1
5007,159,159,0,0,127.2,0.8,3400,432.48,13013,2704,20.8,18,0.14,0-1
8066,1869,1869,0,0,1491.85,0.8,2015.06,3006.16,8200,8200,100,1534,18.71,0-1
10021,578,238,340,58.8,190.4,0.8,3700,704.48,10473,5202,49.7,9,0.09,0-1
10023,5678,5678,0,0,4542.4,0.8,2600,11810.24,49162,22312,45.4,3314,6.74,0-1
10026,4900,4900,0,0,3920,0.8,2600,10192,19691,14567,74,47,0.24,0-1
10028,4436,4047,389,8.8,3237.6,0.8,3200,10360.32,11855,8943,75.4,8,0.07,0-1
10034,8633,8633,0,0,6906.4,0.8,2600,17956.64,26368,26368,100,41,0.16,0-1
12078,2540,1990,550,21.7,1596.98,0.8,3659.99,5844.93,18778,16168,86.1,15449,82.27,0-1
13074,675,538,137,20.3,433.35,0.8,2800,1213.38,26758,1244,4.6,108,0.4,0-1
15075,400,40,360,90,32,0.8,3500,112,24851,12039,48.4,284,1.14,0-1
20050,495,420,75,15.2,335.33,0.8,3479.98,1166.94,3778,3778,100,3173,83.99,0-1
20088,565,481,84,14.9,384.03,0.8,3570,1370.99,2851,2851,100,40,1.4,0-1
20117,655,655,0,0,524,0.8,3532.66,1851.11,2422,2422,100,1621,66.93,0-1
20210,2230,1890,340,15.2,1505.95,0.8,3530,5316.01,6666,6666,100,5775,86.63,0-1
20253,605,605,0,0,484,0.8,3020.4,1461.87,2226,2226,100,196,8.81,0-1
20266,2003,2003,0,0,1602.4,0.8,2881.6,4617.48,8481,8481,100,344,4.06,0-1
20272,912,912,0,0,729.6,0.8,4119.09,3005.29,6161,231,3.7,5172,83.95,0-1
20287,70,10,60,85.7,7.98,0.8,4147.92,33.1,346,346,100,28,8.09,0-1
20321,160,41,119,74.4,32.7,0.8,4500.22,147.16,840,840,100,1,0.12,0-1
20364,2770,2770,0,0,2216,0.8,4116.92,9123.09,14710,8490,57.7,3994,27.15,0-1
20548,563,368,195,34.6,294.4,0.8,4350,1280.64,1734,1734,100,6,0.35,0-1
23002,21512.55,21512.55,0,0,17210.04,0.8,3500,60235.14,75026,33796,45,45244,60.3,0-1
26049,28,28,0,0,22.4,0.8,2000,44.8,3356,3356,100,197,5.87,0-1
26051,36,36,0,0,28.8,0.8,2000,57.6,5226,2411,46.1,33,0.63,0-1
28036,50,50,0,0,40,0.8,3000,120,1031,1031,100,0,0,0-1
31028,500,500,0,0,400,0.8,4000,1600,2463,2463,100,106,4.3,0-1
31029,1000,1000,0,0,800,0.8,4000,3200,5905,30,0.5,970,16.43,0-1
31031,870,870,0,0,696,0.8,3500,2436,2772,2772,100,1470,53.03,0-1
31045,150,150,0,0,120,0.8,2994,359.28,2449,2449,100,1082,44.18,0-1
31084,980,980,0,0,784,0.8,3500,2744,6817,578,8.5,1815,26.62,0-1
32021,2280,2080,200,8.8,1665,0.8,3200,5328,4584,4584,100,1,0.02,0-1
32037,1646.4,656.4,990,60.1,525.12,0.8,2000,1050.24,16875,8316,49.3,180,1.07,0-1
8034,11300,11300,0,0,9170.6,0.81,2914.05,26723.56,6934,3416,49.3,10,0.14,0-1
20005,2350,2350,0,0,1903.5,0.81,4990,9498.46,14751,7548,51.2,6387,43.3,0-1
20099,80,80,0,0,65,0.81,3571.2,232.13,475,475,100,2,0.42,0-1
20240,702,594,108,15.4,478.53,0.81,3579.97,1713.12,2460,2460,100,2073,84.27,0-1
20252,502,425,77,15.3,342.72,0.81,3530,1209.8,2116,2116,100,1695,80.1,0-1
20423,240,60,180,75,48.38,0.81,4250.35,205.63,550,550,100,8,1.45,0-1
20520,872,872,0,0,705,0.81,3420.4,2411.38,7153,4449,62.2,1614,22.56,0-1
10035,4370,4370,0,0,3596.51,0.82,3000,10789.53,10745,5984,55.7,44,0.41,0-1
20071,361,361,0,0,296.02,0.82,2781.22,823.3,3060,3060,100,119,3.89,0-1
20153,707,707,0,0,579.74,0.82,4128.78,2393.62,4733,1215,25.7,86,1.82,0-1
20306,855,855,0,0,701.1,0.82,3244.74,2274.89,3903,3903,100,2654,68,0-1
20524,153,153,0,0,126,0.82,3222.4,406.02,369,369,100,0,0,0-1
31089,1083,1083,0,0,885.6,0.82,2970,2630.23,37685,4889,13,15220,40.39,0-1
4003,2860,2665,195,6.8,2223,0.83,3000,6669,221094,26546,12,2945,1.33,0-1
20010,800,800,0,0,664,0.83,4990,3313.36,13608,10905,80.1,567,4.17,0-1
20152,592.25,592.25,0,0,490,0.83,3628.1,1777.77,2152,2152,100,1284,59.67,0-1
20259,470,470,0,0,389,0.83,3250,1264.25,2465,2465,100,1367,55.46,0-1
20568,393,393,0,0,325,0.83,3663,1190.48,1514,1514,100,287,18.96,0-1
25006,9085,8519,566,6.2,7099.45,0.83,2299.66,16326.33,858638,115848,13.5,2733,0.32,0-1
11008,14894,14846,48,0.3,12490.54,0.84,2817.05,35186.47,37145,23189,62.4,46,0.12,0-1
20113,675,675,0,0,567,0.84,2839.86,1610.2,2832,2832,100,539,19.03,0-1
20186,356,356,0,0,298,0.84,3585.6,1068.51,605,605,100,0,0,0-1
20237,620.5,620.5,0,0,520,0.84,3319.8,1726.3,1557,1557,100,55,3.53,0-1
20242,1600,1600,0,0,1350,0.84,3531.5,4767.52,11361,7850,69.1,9587,84.39,0-1
20261,2406,2406,0,0,2010,0.84,3722.2,7481.62,7244,7244,100,1020,14.08,0-1
20459,829,829,0,0,700,0.84,3700,2590,4479,4479,100,529,11.81,0-1
25005,3560,3050,510,14.3,2574.9,0.84,2150,5536.04,16697,10120,60.6,18,0.11,0-1
25008,702,601,101,14.4,507.38,0.84,2150.01,1090.87,42907,27250,63.5,725,1.69,0-1
31033,2680,2680,0,0,2260,0.84,2988,6752.88,19072,6596,34.6,11050,57.94,0-1
32029,5000,5000,0,0,4225,0.84,2618.2,11061.9,22296,8745,39.2,20,0.09,0-1
8041,775,775,0,0,655.38,0.85,2399.98,1572.9,1921,1921,100,419,21.81,0-1
10022,1415,1415,0,0,1202.75,0.85,2800,3367.7,24918,14165,56.8,26,0.1,0-1
11031,9304,7449,1855,19.9,6358.21,0.85,2584.63,16433.61,113570,42431,37.4,234,0.21,0-1
12009,2010,1895,115,5.7,1614.01,0.85,3200,5164.83,5706,5706,100,4936,86.51,0-1
20089,824,824,0,0,703,0.85,3532.25,2483.17,2152,2152,100,49,2.28,0-1
20397,2400,1588,812,33.8,1349.8,0.85,3520,4751.3,38453,20910,54.4,10684,27.78,0-1
20415,1805,1495,310,17.2,1270.75,0.85,3210,4079.11,4888,4888,100,661,13.52,0-1
20427,1100,1100,0,0,935,0.85,4000,3740,15387,15387,100,3791,24.64,0-1
20508,364,331,33,9.1,281.35,0.85,4983,1401.97,1521,1521,100,120,7.89,0-1
20526,2614,2614,0,0,2221.9,0.85,4113.95,9140.79,15986,10785,67.5,7866,49.21,0-1
20562,350,350,0,0,297.5,0.85,4300,1279.25,1458,1458,100,13,0.89,0-1
32058,1294,1134,160,12.4,963.9,0.85,2245,2163.96,2821,2821,100,3,0.11,0-1
8006,550,550,0,0,470.8,0.86,3000,1412.4,6011,6011,100,79,1.31,0-1
8065,3907,3907,0,0,3344.39,0.86,2400,8026.54,20386,20386,100,8603,42.2,0-1
10002,1670,1670,0,0,1439.54,0.86,3500,5038.39,4122,4122,100,7,0.17,0-1
11007,4815,3976,839,17.4,3415.23,0.86,2701.72,9227,468469,62469,13.3,1262,0.27,0-1
11025,4898,3513,1385,28.3,3014.64,0.86,2673.66,8060.11,68795,25283,36.8,136,0.2,0-1
12041,4980,4944,36,0.7,4232.06,0.86,3000,12696.19,29599,29599,100,23566,79.62,0-1
12063,1490,890,600,40.3,761.84,0.86,3703.4,2821.4,9967,9967,100,7453,74.78,0-1
13013,1250,935,315,25.2,803.78,0.86,2800.01,2250.6,31078,14584,46.9,192,0.62,0-1
13049,2203,2203,0,0,1885.77,0.86,4500,8485.96,18244,18244,100,114,0.62,0-1
13075,650,650,0,0,556.4,0.86,2900,1613.56,13228,2616,19.8,89,0.67,0-1
14117,4599,4599,0,0,3936.74,0.86,2000,7873.49,4152,1527,36.8,3,0.07,0-1
20181,117,117,0,0,100,0.86,3625.2,362.52,417,417,100,4,0.96,0-1
20469,3366,3366,0,0,2892,0.86,3564.2,10307.67,32927,23362,71,19071,57.92,0-1
20549,7557,7557,0,0,6502,0.86,3528.7,22943.61,11319,11319,100,5244,46.33,0-1
21009,904,904,0,0,773.82,0.86,5000.03,3869.12,2008,2008,100,3,0.15,0-1
21011,867,867,0,0,742.15,0.86,5000.01,3710.76,1770,1770,100,30,1.69,0-1
21040,3980,3980,0,0,3406.88,0.86,3800,12946.14,9538,9538,100,118,1.24,0-1
21055,2050,2050,0,0,1754.8,0.86,4016,7047.28,4699,4699,100,12,0.26,0-1
21082,1905,1905,0,0,1630.68,0.86,3000,4892.04,8093,3171,39.2,75,0.93,0-1
21112,5150,5150,0,0,4408.4,0.86,3960,17457.26,9382,6761,72.1,438,4.67,0-1
21113,3250,3250,0,0,2782,0.86,5000,13910,4585,4585,100,31,0.68,0-1
21127,915,915,0,0,783.24,0.86,4036,3161.16,3777,3777,100,1779,47.1,0-1
21135,1020,1020,0,0,873.12,0.86,3972,3468.03,586,586,100,4,0.68,0-1
21139,1120,1120,0,0,958.72,0.86,4000,3834.88,3554,3554,100,10,0.28,0-1
21141,1185,1185,0,0,1014.36,0.86,4024,4081.78,3395,3395,100,8,0.24,0-1
21157,6404,6404,0,0,5481.82,0.86,5000,27409.12,11328,5872,51.8,30,0.26,0-1
21190,470,470,0,0,402.32,0.86,3992,1606.06,1155,1155,100,56,4.85,0-1
21196,229,229,0,0,196.02,0.86,4032.08,790.37,1649,1649,100,695,42.15,0-1
21212,2900,1100,1800,62.1,941.6,0.86,3507,3302.19,19438,15229,78.3,8892,45.75,0-1
22004,5258.4,1084.8,4173.6,79.4,931,0.86,2802.82,2609.43,64183,47952,74.7,1235,1.92,0-1
24014,685,685,0,0,589.1,0.86,3400,2002.94,17015,14410,84.7,12567,73.86,0-1
30027,4650,4650,0,0,3980.4,0.86,3000,11941.2,16692,16692,100,13248,79.37,0-1
30058,11520,11361,159,1.4,9812.54,0.86,3000,29437.62,54982,50463,91.8,36365,66.14,0-1
30194,939,939,0,0,803.78,0.86,3000.01,2411.35,10851,4252,39.2,37,0.34,0-1
7043,148,147,1,0.7,128.4,0.87,3800,487.92,10176,5341,52.5,2176,21.38,0-1
13065,820,604,216,26.3,524.35,0.87,2800.02,1468.19,11112,2407,21.7,30,0.27,0-1
20164,248,248,0,0,215.5,0.87,3574.8,770.37,3215,3215,100,2102,65.38,0-1
20381,350,350,0,0,305,0.87,3585.6,1093.61,2606,2606,100,4,0.15,0-1
20513,850,850,0,0,739.5,0.87,4850,3586.58,8394,2965,35.3,2765,32.94,0-1
24012,711,711,0,0,618.57,0.87,3420,2115.51,21039,18106,86.1,13131,62.41,0-1
